name,confidence,models,roles,organizations,source_count,years,sources
mul,medium,dictabert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a4%d7%a8%d7%99%d7%96-%d7%98%d7%a7%d7%a1%d7%a1/#main; https://aravaff.co.il/movies/%d7%a4%d7%a8%d7%99%d7%96-%d7%98%d7%a7%d7%a1%d7%a1/
הדס ירון,high,dictabert+hebert,"במאי, מפיק",קרן קולנוע ערבה,2,2024,https://aravaff.co.il/movies/%d7%a4%d7%a8%d7%a0%d7%a6%d7%b3/#main; https://aravaff.co.il/movies/%d7%a4%d7%a8%d7%a0%d7%a6%d7%b3/
עדו ברק,high,dictabert+hebert,מפיק,קרן קולנוע ערבה,2,2024,https://aravaff.co.il/movies/%d7%a4%d7%a8%d7%a0%d7%a6%d7%b3/#main; https://aravaff.co.il/movies/%d7%a4%d7%a8%d7%a0%d7%a6%d7%b3/
דולב רפאלי,high,dictabert+hebert,מפיק,קרן קולנוע ערבה,2,2024,https://aravaff.co.il/movies/%d7%a4%d7%a8%d7%a0%d7%a6%d7%b3/#main; https://aravaff.co.il/movies/%d7%a4%d7%a8%d7%a0%d7%a6%d7%b3/
בלו דובר,medium,dictabert,מפיק,קרן קולנוע ערבה,2,2024,https://aravaff.co.il/movies/%d7%a4%d7%a8%d7%a0%d7%a6%d7%b3/#main; https://aravaff.co.il/movies/%d7%a4%d7%a8%d7%a0%d7%a6%d7%b3/
רונה - לי שמעון,high,dictabert+hebert,,קרן קולנוע ערבה,2,2024,https://aravaff.co.il/movies/%d7%a4%d7%a8%d7%a0%d7%a6%d7%b3/#main; https://aravaff.co.il/movies/%d7%a4%d7%a8%d7%a0%d7%a6%d7%b3/
בלו דוברצקי,medium,hebert,מפיק,קרן קולנוע ערבה,2,2024,https://aravaff.co.il/movies/%d7%a4%d7%a8%d7%a0%d7%a6%d7%b3/#main; https://aravaff.co.il/movies/%d7%a4%d7%a8%d7%a0%d7%a6%d7%b3/
יוסף שטרית מדינה,medium,dictabert,,קרן קולנוע ערבה,2,2024,https://aravaff.co.il/movies/%d7%a4%d7%a8%d7%a0%d7%a6%d7%b3/#main; https://aravaff.co.il/movies/%d7%a4%d7%a8%d7%a0%d7%a6%d7%b3/
קובי מזרחי,medium,hebert,"במאי, מפיק",קרן קולנוע ערבה,2,2024,https://aravaff.co.il/movies/%d7%a4%d7%a8%d7%a0%d7%a6%d7%b3/#main; https://aravaff.co.il/movies/%d7%a4%d7%a8%d7%a0%d7%a6%d7%b3/
קימיקה,medium,hebert,"במאי, מפיק",קרן קולנוע ערבה,2,2024,https://aravaff.co.il/movies/%d7%a4%d7%a8%d7%a0%d7%a6%d7%b3/#main; https://aravaff.co.il/movies/%d7%a4%d7%a8%d7%a0%d7%a6%d7%b3/
קובי מזרחי הפקות,medium,dictabert,"במאי, מפיק",קרן קולנוע ערבה,2,2024,https://aravaff.co.il/movies/%d7%a4%d7%a8%d7%a0%d7%a6%d7%b3/#main; https://aravaff.co.il/movies/%d7%a4%d7%a8%d7%a0%d7%a6%d7%b3/
גיא,medium,dictabert,מפיק,קרן קולנוע ערבה,2,2024,https://aravaff.co.il/movies/%d7%a4%d7%a8%d7%a0%d7%a6%d7%b3/#main; https://aravaff.co.il/movies/%d7%a4%d7%a8%d7%a0%d7%a6%d7%b3/
גיא כיירא,medium,hebert,מפיק,קרן קולנוע ערבה,2,2024,https://aravaff.co.il/movies/%d7%a4%d7%a8%d7%a0%d7%a6%d7%b3/#main; https://aravaff.co.il/movies/%d7%a4%d7%a8%d7%a0%d7%a6%d7%b3/
חטא,medium,hebert,"במאי, תסריטאי",קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a6%d7%b3%d7%99%d7%99%d7%a0%d7%94%d7%98%d7%90%d7%95%d7%9f/#main; https://aravaff.co.il/movies/%d7%a6%d7%b3%d7%99%d7%99%d7%a0%d7%94%d7%98%d7%90%d7%95%d7%9f/
jack nicholson,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a6%d7%b3%d7%99%d7%99%d7%a0%d7%94%d7%98%d7%90%d7%95%d7%9f/#main; https://aravaff.co.il/movies/%d7%a6%d7%b3%d7%99%d7%99%d7%a0%d7%94%d7%98%d7%90%d7%95%d7%9f/
perry lopez,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a6%d7%b3%d7%99%d7%99%d7%a0%d7%94%d7%98%d7%90%d7%95%d7%9f/#main; https://aravaff.co.il/movies/%d7%a6%d7%b3%d7%99%d7%99%d7%a0%d7%94%d7%98%d7%90%d7%95%d7%9f/
sam o ' steen,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a6%d7%b3%d7%99%d7%99%d7%a0%d7%94%d7%98%d7%90%d7%95%d7%9f/#main; https://aravaff.co.il/movies/%d7%a6%d7%b3%d7%99%d7%99%d7%a0%d7%94%d7%98%d7%90%d7%95%d7%9f/
john a. al,medium,dictabert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a6%d7%b3%d7%99%d7%99%d7%a0%d7%94%d7%98%d7%90%d7%95%d7%9f/#main; https://aravaff.co.il/movies/%d7%a6%d7%b3%d7%99%d7%99%d7%a0%d7%94%d7%98%d7%90%d7%95%d7%9f/
מדבר,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a6%d7%b3%d7%99%d7%99%d7%a0%d7%94%d7%98%d7%90%d7%95%d7%9f/#main; https://aravaff.co.il/movies/%d7%a6%d7%b3%d7%99%d7%99%d7%a0%d7%94%d7%98%d7%90%d7%95%d7%9f/
john huston,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a6%d7%b3%d7%99%d7%99%d7%a0%d7%94%d7%98%d7%90%d7%95%d7%9f/#main; https://aravaff.co.il/movies/%d7%a6%d7%b3%d7%99%d7%99%d7%a0%d7%94%d7%98%d7%90%d7%95%d7%9f/
sam o ' ste,medium,dictabert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a6%d7%b3%d7%99%d7%99%d7%a0%d7%94%d7%98%d7%90%d7%95%d7%9f/#main; https://aravaff.co.il/movies/%d7%a6%d7%b3%d7%99%d7%99%d7%a0%d7%94%d7%98%d7%90%d7%95%d7%9f/
faye dunaway,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a6%d7%b3%d7%99%d7%99%d7%a0%d7%94%d7%98%d7%90%d7%95%d7%9f/#main; https://aravaff.co.il/movies/%d7%a6%d7%b3%d7%99%d7%99%d7%a0%d7%94%d7%98%d7%90%d7%95%d7%9f/
robert town,medium,dictabert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a6%d7%b3%d7%99%d7%99%d7%a0%d7%94%d7%98%d7%90%d7%95%d7%9f/#main; https://aravaff.co.il/movies/%d7%a6%d7%b3%d7%99%d7%99%d7%a0%d7%94%d7%98%d7%90%d7%95%d7%9f/
וגורל,medium,hebert,"במאי, תסריטאי",קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a6%d7%b3%d7%99%d7%99%d7%a0%d7%94%d7%98%d7%90%d7%95%d7%9f/#main; https://aravaff.co.il/movies/%d7%a6%d7%b3%d7%99%d7%99%d7%a0%d7%94%d7%98%d7%90%d7%95%d7%9f/
town,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a6%d7%b3%d7%99%d7%99%d7%a0%d7%94%d7%98%d7%90%d7%95%d7%9f/#main; https://aravaff.co.il/movies/%d7%a6%d7%b3%d7%99%d7%99%d7%a0%d7%94%d7%98%d7%90%d7%95%d7%9f/
##י דאנאוויי,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a6%d7%b3%d7%99%d7%99%d7%a0%d7%94%d7%98%d7%90%d7%95%d7%9f/#main; https://aravaff.co.il/movies/%d7%a6%d7%b3%d7%99%d7%99%d7%a0%d7%94%d7%98%d7%90%d7%95%d7%9f/
evans,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a6%d7%b3%d7%99%d7%99%d7%a0%d7%94%d7%98%d7%90%d7%95%d7%9f/#main; https://aravaff.co.il/movies/%d7%a6%d7%b3%d7%99%d7%99%d7%a0%d7%94%d7%98%d7%90%d7%95%d7%9f/
john a. alonz,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a6%d7%b3%d7%99%d7%99%d7%a0%d7%94%d7%98%d7%90%d7%95%d7%9f/#main; https://aravaff.co.il/movies/%d7%a6%d7%b3%d7%99%d7%99%d7%a0%d7%94%d7%98%d7%90%d7%95%d7%9f/
האנאי הנג'ירו,medium,hebert,,קרן קולנוע ערבה,2,2025,https://aravaff.co.il/movies/%d7%a7%d7%95%d7%a7%d7%95%d7%94%d7%95/; https://aravaff.co.il/movies/%d7%a7%d7%95%d7%a7%d7%95%d7%94%d7%95/#main
לי סאנג ־ איל,medium,dictabert,,קרן קולנוע ערבה,2,2025,https://aravaff.co.il/movies/%d7%a7%d7%95%d7%a7%d7%95%d7%94%d7%95/; https://aravaff.co.il/movies/%d7%a7%d7%95%d7%a7%d7%95%d7%94%d7%95/#main
קיקואו,medium,hebert,שחקן,קרן קולנוע ערבה,2,2025,https://aravaff.co.il/movies/%d7%a7%d7%95%d7%a7%d7%95%d7%94%d7%95/; https://aravaff.co.il/movies/%d7%a7%d7%95%d7%a7%d7%95%d7%94%d7%95/#main
ברגמן,high,dictabert+hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a7%d7%96%d7%91%d7%9c%d7%a0%d7%a7%d7%94/#main; https://aravaff.co.il/movies/%d7%a7%d7%96%d7%91%d7%9c%d7%a0%d7%a7%d7%94/
paul hen,medium,dictabert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a7%d7%96%d7%91%d7%9c%d7%a0%d7%a7%d7%94/#main; https://aravaff.co.il/movies/%d7%a7%d7%96%d7%91%d7%9c%d7%a0%d7%a7%d7%94/
האמפרי בוגארט ואינגריד ברגמן,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a7%d7%96%d7%91%d7%9c%d7%a0%d7%a7%d7%94/#main; https://aravaff.co.il/movies/%d7%a7%d7%96%d7%91%d7%9c%d7%a0%d7%a7%d7%94/
hum,medium,dictabert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a7%d7%96%d7%91%d7%9c%d7%a0%d7%a7%d7%94/#main; https://aravaff.co.il/movies/%d7%a7%d7%96%d7%91%d7%9c%d7%a0%d7%a7%d7%94/
האמפרי בוג,medium,dictabert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a7%d7%96%d7%91%d7%9c%d7%a0%d7%a7%d7%94/#main; https://aravaff.co.il/movies/%d7%a7%d7%96%d7%91%d7%9c%d7%a0%d7%a7%d7%94/
בוגארט,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a7%d7%96%d7%91%d7%9c%d7%a0%d7%a7%d7%94/#main; https://aravaff.co.il/movies/%d7%a7%d7%96%d7%91%d7%9c%d7%a0%d7%a7%d7%94/
אנרי רוסו,high,dictabert+hebert,,קרן קולנוע ערבה,2,1998,https://aravaff.co.il/movies/%d7%a7%d7%99%d7%a8%d7%99%d7%a7%d7%95-%d7%95%d7%94%d7%9e%d7%9b%d7%a9%d7%a4%d7%94/; https://aravaff.co.il/movies/%d7%a7%d7%99%d7%a8%d7%99%d7%a7%d7%95-%d7%95%d7%94%d7%9e%d7%9b%d7%a9%d7%a4%d7%94/#main
קירי,medium,dictabert,במאי,קרן קולנוע ערבה,2,1998,https://aravaff.co.il/movies/%d7%a7%d7%99%d7%a8%d7%99%d7%a7%d7%95-%d7%95%d7%94%d7%9e%d7%9b%d7%a9%d7%a4%d7%94/; https://aravaff.co.il/movies/%d7%a7%d7%99%d7%a8%d7%99%d7%a7%d7%95-%d7%95%d7%94%d7%9e%d7%9b%d7%a9%d7%a4%d7%94/#main
קיריקו,medium,hebert,במאי,קרן קולנוע ערבה,2,1998,https://aravaff.co.il/movies/%d7%a7%d7%99%d7%a8%d7%99%d7%a7%d7%95-%d7%95%d7%94%d7%9e%d7%9b%d7%a9%d7%a4%d7%94/; https://aravaff.co.il/movies/%d7%a7%d7%99%d7%a8%d7%99%d7%a7%d7%95-%d7%95%d7%94%d7%9e%d7%9b%d7%a9%d7%a4%d7%94/#main
פני בן דוד,high,dictabert+hebert,במאי,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a7%d7%a6%d7%a8-%d7%91%d7%9e%d7%93%d7%91%d7%a8-%d7%a1%d7%a8%d7%98%d7%99-%d7%a7%d7%a8%d7%9f-%d7%a7%d7%95%d7%9c%d7%a0%d7%95%d7%a2-%d7%94%d7%a0%d7%92%d7%91-%d7%94%d7%9e%d7%90%d7%95%d7%97%d7%93/; https://aravaff.co.il/movies/%d7%a7%d7%a6%d7%a8-%d7%91%d7%9e%d7%93%d7%91%d7%a8-%d7%a1%d7%a8%d7%98%d7%99-%d7%a7%d7%a8%d7%9f-%d7%a7%d7%95%d7%9c%d7%a0%d7%95%d7%a2-%d7%94%d7%a0%d7%92%d7%91-%d7%94%d7%9e%d7%90%d7%95%d7%97%d7%93/#main
מז'ימ,medium,dictabert,,קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/#main; https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/
alain attal,medium,hebert,,קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/#main; https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/
הוקרן,medium,hebert,,קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/#main; https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/
נדיה טרס,medium,dictabert,"במאי, מפיק",קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/#main; https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/
רוזאלי,medium,hebert,,קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/#main; https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/
romain comp,medium,hebert,,קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/#main; https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/
##in biol,medium,hebert,,קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/#main; https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/
סטפני די,medium,dictabert,"במאי, מפיק",קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/#main; https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/
nassim gordji tehrani,medium,hebert,,קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/#main; https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/
giusto,medium,hebert,,קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/#main; https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/
alexandra echkenazi,medium,hebert,,קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/#main; https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/
benoit magimel,medium,hebert,,קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/#main; https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/
stephanie,medium,hebert,,קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/#main; https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/
ובנו,medium,dictabert,"במאי, מפיק",קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/#main; https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/
נדיה טרסקיביץ'ובנואה מז'ימל,medium,hebert,,קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/#main; https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/
סטפני די גיוס,medium,dictabert,"במאי, מפיק",קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/#main; https://aravaff.co.il/movies/%d7%a8%d7%95%d7%96%d7%90%d7%9c%d7%99/
takashi shimura keiko tsushima,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a9%d7%91%d7%a2%d7%aa-%d7%94%d7%a1%d7%9e%d7%95%d7%a8%d7%90%d7%99%d7%9d/; https://aravaff.co.il/movies/%d7%a9%d7%91%d7%a2%d7%aa-%d7%94%d7%a1%d7%9e%d7%95%d7%a8%d7%90%d7%99%d7%9d/#main
akira kurosawa,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a9%d7%91%d7%a2%d7%aa-%d7%94%d7%a1%d7%9e%d7%95%d7%a8%d7%90%d7%99%d7%9d/; https://aravaff.co.il/movies/%d7%a9%d7%91%d7%a2%d7%aa-%d7%94%d7%a1%d7%9e%d7%95%d7%a8%d7%90%d7%99%d7%9d/#main
##h,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a9%d7%91%d7%a2%d7%aa-%d7%94%d7%a1%d7%9e%d7%95%d7%a8%d7%90%d7%99%d7%9d/; https://aravaff.co.il/movies/%d7%a9%d7%91%d7%a2%d7%aa-%d7%94%d7%a1%d7%9e%d7%95%d7%a8%d7%90%d7%99%d7%9d/#main
yukiko shimazaki toshiro mifun,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a9%d7%91%d7%a2%d7%aa-%d7%94%d7%a1%d7%9e%d7%95%d7%a8%d7%90%d7%99%d7%9d/; https://aravaff.co.il/movies/%d7%a9%d7%91%d7%a2%d7%aa-%d7%94%d7%a1%d7%9e%d7%95%d7%a8%d7%90%d7%99%d7%9d/#main
אקירה קורוסאווה,medium,hebert,"במאי, מפיק",קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a9%d7%91%d7%a2%d7%aa-%d7%94%d7%a1%d7%9e%d7%95%d7%a8%d7%90%d7%99%d7%9d/; https://aravaff.co.il/movies/%d7%a9%d7%91%d7%a2%d7%aa-%d7%94%d7%a1%d7%9e%d7%95%d7%a8%d7%90%d7%99%d7%9d/#main
asakazu nakai,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a9%d7%91%d7%a2%d7%aa-%d7%94%d7%a1%d7%9e%d7%95%d7%a8%d7%90%d7%99%d7%9d/; https://aravaff.co.il/movies/%d7%a9%d7%91%d7%a2%d7%aa-%d7%94%d7%a1%d7%9e%d7%95%d7%a8%d7%90%d7%99%d7%9d/#main
##umio hayasaka,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a9%d7%91%d7%a2%d7%aa-%d7%94%d7%a1%d7%9e%d7%95%d7%a8%d7%90%d7%99%d7%9d/; https://aravaff.co.il/movies/%d7%a9%d7%91%d7%a2%d7%aa-%d7%94%d7%a1%d7%9e%d7%95%d7%a8%d7%90%d7%99%d7%9d/#main
michael weller po,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a9%d7%99%d7%a2%d7%a8/#main; https://aravaff.co.il/movies/%d7%a9%d7%99%d7%a2%d7%a8/
cher,medium,dictabert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a9%d7%99%d7%a2%d7%a8/#main; https://aravaff.co.il/movies/%d7%a9%d7%99%d7%a2%d7%a8/
angelo,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a9%d7%99%d7%a2%d7%a8/#main; https://aravaff.co.il/movies/%d7%a9%d7%99%d7%a2%d7%a8/
lester persky,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a9%d7%99%d7%a2%d7%a8/#main; https://aravaff.co.il/movies/%d7%a9%d7%99%d7%a2%d7%a8/
dor,medium,dictabert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a9%d7%99%d7%a2%d7%a8/#main; https://aravaff.co.il/movies/%d7%a9%d7%99%d7%a2%d7%a8/
cheryl barne,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%a9%d7%99%d7%a2%d7%a8/#main; https://aravaff.co.il/movies/%d7%a9%d7%99%d7%a2%d7%a8/
אריאל אור,high,dictabert+hebert,"במאי, מפיק",קרן קולנוע ערבה,2,2024,https://aravaff.co.il/movies/%d7%a9%d7%9b%d7%91%d7%95%d7%aa/#main; https://aravaff.co.il/movies/%d7%a9%d7%9b%d7%91%d7%95%d7%aa/
עומרי דוד,high,dictabert+hebert,"במאי, מפיק",קרן קולנוע ערבה,2,2024,https://aravaff.co.il/movies/%d7%a9%d7%9b%d7%91%d7%95%d7%aa/#main; https://aravaff.co.il/movies/%d7%a9%d7%9b%d7%91%d7%95%d7%aa/
ליאור וייצמן,high,dictabert+hebert,מפיק,קרן קולנוע ערבה,2,2024,https://aravaff.co.il/movies/%d7%a9%d7%9b%d7%91%d7%95%d7%aa/#main; https://aravaff.co.il/movies/%d7%a9%d7%9b%d7%91%d7%95%d7%aa/
זוהר מוטעין,medium,hebert,"במאי, מפיק",קרן קולנוע ערבה,2,2024,https://aravaff.co.il/movies/%d7%a9%d7%9b%d7%91%d7%95%d7%aa/#main; https://aravaff.co.il/movies/%d7%a9%d7%9b%d7%91%d7%95%d7%aa/
ניר דבורצ'ין,medium,hebert,מפיק,קרן קולנוע ערבה,2,2024,https://aravaff.co.il/movies/%d7%a9%d7%9b%d7%91%d7%95%d7%aa/#main; https://aravaff.co.il/movies/%d7%a9%d7%9b%d7%91%d7%95%d7%aa/
זוהר,medium,dictabert,"במאי, מפיק",קרן קולנוע ערבה,2,2024,https://aravaff.co.il/movies/%d7%a9%d7%9b%d7%91%d7%95%d7%aa/#main; https://aravaff.co.il/movies/%d7%a9%d7%9b%d7%91%d7%95%d7%aa/
' ין,medium,dictabert,,קרן קולנוע ערבה,2,2024,https://aravaff.co.il/movies/%d7%a9%d7%9b%d7%91%d7%95%d7%aa/#main; https://aravaff.co.il/movies/%d7%a9%d7%9b%d7%91%d7%95%d7%aa/
עמית פולק,high,dictabert+hebert,מפיק,קרן קולנוע ערבה,2,2024,https://aravaff.co.il/movies/%d7%a9%d7%9b%d7%91%d7%95%d7%aa/#main; https://aravaff.co.il/movies/%d7%a9%d7%9b%d7%91%d7%95%d7%aa/
ניר דבור,medium,dictabert,מפיק,קרן קולנוע ערבה,2,2024,https://aravaff.co.il/movies/%d7%a9%d7%9b%d7%91%d7%95%d7%aa/#main; https://aravaff.co.il/movies/%d7%a9%d7%9b%d7%91%d7%95%d7%aa/
גלי סמו,high,dictabert+hebert,"במאי, מפיק",קרן קולנוע ערבה,2,2024,https://aravaff.co.il/movies/%d7%a9%d7%9b%d7%91%d7%95%d7%aa/#main; https://aravaff.co.il/movies/%d7%a9%d7%9b%d7%91%d7%95%d7%aa/
miruna beresc,medium,hebert,,קרן קולנוע ערבה,2,2024,https://aravaff.co.il/movies/%d7%a9%d7%9c%d7%95%d7%a9%d7%94-%d7%a7%d7%99%d7%9c%d7%95%d7%9e%d7%98%d7%a8%d7%99%d7%9d-%d7%9e%d7%a1%d7%95%d7%a3-%d7%94%d7%a2%d7%95%d7%9c%d7%9d/#main; https://aravaff.co.il/movies/%d7%a9%d7%9c%d7%95%d7%a9%d7%94-%d7%a7%d7%99%d7%9c%d7%95%d7%9e%d7%98%d7%a8%d7%99%d7%9d-%d7%9e%d7%a1%d7%95%d7%a3-%d7%94%d7%a2%d7%95%d7%9c%d7%9d/
emanuel parv,medium,hebert,,קרן קולנוע ערבה,2,2024,https://aravaff.co.il/movies/%d7%a9%d7%9c%d7%95%d7%a9%d7%94-%d7%a7%d7%99%d7%9c%d7%95%d7%9e%d7%98%d7%a8%d7%99%d7%9d-%d7%9e%d7%a1%d7%95%d7%a3-%d7%94%d7%a2%d7%95%d7%9c%d7%9d/#main; https://aravaff.co.il/movies/%d7%a9%d7%9c%d7%95%d7%a9%d7%94-%d7%a7%d7%99%d7%9c%d7%95%d7%9e%d7%98%d7%a8%d7%99%d7%9d-%d7%9e%d7%a1%d7%95%d7%a3-%d7%94%d7%a2%d7%95%d7%9c%d7%9d/
valeri,medium,hebert,,קרן קולנוע ערבה,2,2024,https://aravaff.co.il/movies/%d7%a9%d7%9c%d7%95%d7%a9%d7%94-%d7%a7%d7%99%d7%9c%d7%95%d7%9e%d7%98%d7%a8%d7%99%d7%9d-%d7%9e%d7%a1%d7%95%d7%a3-%d7%94%d7%a2%d7%95%d7%9c%d7%9d/#main; https://aravaff.co.il/movies/%d7%a9%d7%9c%d7%95%d7%a9%d7%94-%d7%a7%d7%99%d7%9c%d7%95%d7%9e%d7%98%d7%a8%d7%99%d7%9d-%d7%9e%d7%a1%d7%95%d7%a3-%d7%94%d7%a2%d7%95%d7%9c%d7%9d/
עמנואל פארבו,medium,hebert,במאי,קרן קולנוע ערבה,2,2024,https://aravaff.co.il/movies/%d7%a9%d7%9c%d7%95%d7%a9%d7%94-%d7%a7%d7%99%d7%9c%d7%95%d7%9e%d7%98%d7%a8%d7%99%d7%9d-%d7%9e%d7%a1%d7%95%d7%a3-%d7%94%d7%a2%d7%95%d7%9c%d7%9d/#main; https://aravaff.co.il/movies/%d7%a9%d7%9c%d7%95%d7%a9%d7%94-%d7%a7%d7%99%d7%9c%d7%95%d7%9e%d7%98%d7%a8%d7%99%d7%9d-%d7%9e%d7%a1%d7%95%d7%a3-%d7%94%d7%a2%d7%95%d7%9c%d7%9d/
##iprian chiu,medium,hebert,,קרן קולנוע ערבה,2,2024,https://aravaff.co.il/movies/%d7%a9%d7%9c%d7%95%d7%a9%d7%94-%d7%a7%d7%99%d7%9c%d7%95%d7%9e%d7%98%d7%a8%d7%99%d7%9d-%d7%9e%d7%a1%d7%95%d7%a3-%d7%94%d7%a2%d7%95%d7%9c%d7%9d/#main; https://aravaff.co.il/movies/%d7%a9%d7%9c%d7%95%d7%a9%d7%94-%d7%a7%d7%99%d7%9c%d7%95%d7%9e%d7%98%d7%a8%d7%99%d7%9d-%d7%9e%d7%a1%d7%95%d7%a3-%d7%94%d7%a2%d7%95%d7%9c%d7%9d/
